Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en España	2022M12	67.597
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en España	2022M11	30.832
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en España	2022M10	51.414
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en España	2022M09	54.778
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en España	2022M08	99.424
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en España	2022M07	74.285
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en el Extranjero	2022M12	9.918
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en el Extranjero	2022M11	5.949
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en el Extranjero	2022M10	10.273
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en el Extranjero	2022M09	15.293
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en el Extranjero	2022M08	19.904
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en el Extranjero	2022M07	19.315
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 		2022M12	187.979
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 		2022M11	68.903
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 		2022M10	122.015
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 		2022M09	140.748
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 		2022M08	295.149
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 		2022M07	218.738
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en España	2022M12	164.280
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en España	2022M11	56.332
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en España	2022M10	102.681
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en España	2022M09	110.102
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en España	2022M08	255.544
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en España	2022M07	178.509
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	23.699
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	12.570
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	19.334
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	30.647
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	39.605
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	40.229
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 		2022M12	109.072
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 		2022M11	83.645
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 		2022M10	252.902
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 		2022M09	359.359
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 		2022M08	515.479
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 		2022M07	502.149
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en España	2022M12	88.032
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en España	2022M11	58.339
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en España	2022M10	146.433
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en España	2022M09	200.566
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en España	2022M08	285.189
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en España	2022M07	290.026
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en el Extranjero	2022M12	21.041
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en el Extranjero	2022M11	25.306
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en el Extranjero	2022M10	106.469
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en el Extranjero	2022M09	158.793
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en el Extranjero	2022M08	230.290
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en el Extranjero	2022M07	212.123
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 		2022M12	170.907
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 		2022M11	144.521
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 		2022M10	742.288
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 		2022M09	1.345.071
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 		2022M08	2.168.622
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 		2022M07	1.864.550
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en España	2022M12	132.618
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en España	2022M11	92.776
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en España	2022M10	309.156
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en España	2022M09	524.662
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en España	2022M08	960.496
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en España	2022M07	883.019
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	38.289
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	51.746
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	433.132
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	820.409
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	1.208.126
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	981.532
Total Nacional	10 Comunitat Valenciana		Viajero	Total 		2022M12	527.910
Total Nacional	10 Comunitat Valenciana		Viajero	Total 		2022M11	590.924
Total Nacional	10 Comunitat Valenciana		Viajero	Total 		2022M10	767.448
Total Nacional	10 Comunitat Valenciana		Viajero	Total 		2022M09	869.023
Total Nacional	10 Comunitat Valenciana		Viajero	Total 		2022M08	1.102.225
Total Nacional	10 Comunitat Valenciana		Viajero	Total 		2022M07	1.064.780
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en España	2022M12	338.145
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en España	2022M11	357.734
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en España	2022M10	421.313
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en España	2022M09	494.545
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en España	2022M08	686.788
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en España	2022M07	667.640
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en el Extranjero	2022M12	189.765
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en el Extranjero	2022M11	233.191
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en el Extranjero	2022M10	346.136
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en el Extranjero	2022M09	374.478
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en el Extranjero	2022M08	415.437
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en el Extranjero	2022M07	397.141
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 		2022M12	1.476.835
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 		2022M11	1.762.576
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 		2022M10	2.379.233
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 		2022M09	2.926.004
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 		2022M08	4.014.057
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 		2022M07	3.563.187
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en España	2022M12	813.600
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en España	2022M11	922.425
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en España	2022M10	1.122.472
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en España	2022M09	1.502.994
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en España	2022M08	2.416.113
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en España	2022M07	2.139.156
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	663.236
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	840.151
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	1.256.761
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	1.423.010
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	1.597.944
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	1.424.030
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 		2022M12	260.881
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 		2022M11	292.511
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 		2022M10	373.527
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 		2022M09	419.732
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 		2022M08	560.986
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 		2022M07	536.497
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en España	2022M12	163.532
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en España	2022M11	169.490
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en España	2022M10	186.149
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en España	2022M09	209.071
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en España	2022M08	341.418
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en España	2022M07	319.351
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en el Extranjero	2022M12	97.349
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en el Extranjero	2022M11	123.020
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en el Extranjero	2022M10	187.378
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en el Extranjero	2022M09	210.661
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en el Extranjero	2022M08	219.568
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en el Extranjero	2022M07	217.146
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 		2022M12	919.463
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 		2022M11	1.141.289
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 		2022M10	1.480.412
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 		2022M09	1.680.590
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 		2022M08	2.338.312
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 		2022M07	2.072.274
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en España	2022M12	490.876
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en España	2022M11	560.122
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en España	2022M10	629.533
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en España	2022M09	726.002
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en España	2022M08	1.292.954
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en España	2022M07	1.119.077
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	428.586
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	581.167
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	850.878
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	954.588
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	1.045.358
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	953.197
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 		2022M12	42.165
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 		2022M11	50.024
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 		2022M10	88.896
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 		2022M09	129.966
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 		2022M08	174.115
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 		2022M07	156.435
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en España	2022M12	33.850
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en España	2022M11	40.063
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en España	2022M10	69.502
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en España	2022M09	103.521
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en España	2022M08	146.163
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en España	2022M07	131.937
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en el Extranjero	2022M12	8.314
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en el Extranjero	2022M11	9.960
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en el Extranjero	2022M10	19.394
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en el Extranjero	2022M09	26.445
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en el Extranjero	2022M08	27.952
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en el Extranjero	2022M07	24.499
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 		2022M12	83.933
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 		2022M11	107.781
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 		2022M10	229.284
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 		2022M09	437.648
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 		2022M08	647.225
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 		2022M07	542.453
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en España	2022M12	64.995
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en España	2022M11	87.018
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en España	2022M10	172.861
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en España	2022M09	351.278
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en España	2022M08	563.749
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en España	2022M07	476.723
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	18.938
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	20.763
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	56.423
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	86.370
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	83.476
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	65.730
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 		2022M12	224.864
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 		2022M11	248.390
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 		2022M10	305.025
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 		2022M09	319.325
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 		2022M08	367.124
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 		2022M07	371.848
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en España	2022M12	140.763
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en España	2022M11	148.180
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en España	2022M10	165.661
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en España	2022M09	181.953
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en España	2022M08	199.207
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en España	2022M07	216.352
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en el Extranjero	2022M12	84.102
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en el Extranjero	2022M11	100.210
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en el Extranjero	2022M10	139.364
