Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	08 Castilla - La Mancha	02 Albacete	Pernoctaciones	Total 	Residentes en España	2022M12	38.813
Total Nacional	08 Castilla - La Mancha	02 Albacete	Pernoctaciones	Total 	Residentes en España	2022M11	52.608
Total Nacional	08 Castilla - La Mancha	02 Albacete	Pernoctaciones	Total 	Residentes en España	2022M10	66.819
Total Nacional	08 Castilla - La Mancha	02 Albacete	Pernoctaciones	Total 	Residentes en España	2022M09	70.643
Total Nacional	08 Castilla - La Mancha	02 Albacete	Pernoctaciones	Total 	Residentes en España	2022M08	73.671
Total Nacional	08 Castilla - La Mancha	02 Albacete	Pernoctaciones	Total 	Residentes en España	2022M07	56.655
Total Nacional	08 Castilla - La Mancha	02 Albacete	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	6.397
Total Nacional	08 Castilla - La Mancha	02 Albacete	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	12.094
Total Nacional	08 Castilla - La Mancha	02 Albacete	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	7.566
Total Nacional	08 Castilla - La Mancha	02 Albacete	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	8.632
Total Nacional	08 Castilla - La Mancha	02 Albacete	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	7.257
Total Nacional	08 Castilla - La Mancha	02 Albacete	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	7.964
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 		2022M12	27.172
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 		2022M11	32.159
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 		2022M10	40.751
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 		2022M09	40.809
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 		2022M08	43.142
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 		2022M07	43.229
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 	Residentes en España	2022M12	24.316
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 	Residentes en España	2022M11	28.964
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 	Residentes en España	2022M10	36.071
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 	Residentes en España	2022M09	35.737
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 	Residentes en España	2022M08	37.757
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 	Residentes en España	2022M07	38.090
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 	Residentes en el Extranjero	2022M12	2.856
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 	Residentes en el Extranjero	2022M11	3.195
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 	Residentes en el Extranjero	2022M10	4.679
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 	Residentes en el Extranjero	2022M09	5.072
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 	Residentes en el Extranjero	2022M08	5.385
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Viajero	Total 	Residentes en el Extranjero	2022M07	5.139
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 		2022M12	43.056
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 		2022M11	56.201
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 		2022M10	71.793
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 		2022M09	70.688
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 		2022M08	73.306
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 		2022M07	71.427
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en España	2022M12	38.563
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en España	2022M11	49.580
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en España	2022M10	63.874
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en España	2022M09	61.761
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en España	2022M08	64.998
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en España	2022M07	61.858
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	4.493
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	6.621
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	7.919
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	8.926
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	8.309
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	9.569
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 		2022M12	18.731
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 		2022M11	23.559
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 		2022M10	30.199
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 		2022M09	28.542
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 		2022M08	34.794
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 		2022M07	29.773
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en España	2022M12	17.175
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en España	2022M11	20.991
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en España	2022M10	26.074
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en España	2022M09	24.969
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en España	2022M08	31.288
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en España	2022M07	26.453
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en el Extranjero	2022M12	1.556
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en el Extranjero	2022M11	2.569
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en el Extranjero	2022M10	4.125
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en el Extranjero	2022M09	3.573
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en el Extranjero	2022M08	3.506
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en el Extranjero	2022M07	3.320
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 		2022M12	32.467
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 		2022M11	40.927
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 		2022M10	54.757
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 		2022M09	52.214
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 		2022M08	61.568
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 		2022M07	53.700
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en España	2022M12	29.472
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en España	2022M11	36.405
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en España	2022M10	47.401
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en España	2022M09	45.739
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en España	2022M08	55.659
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en España	2022M07	47.521
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	2.995
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	4.523
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	7.356
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	6.475
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	5.909
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	6.178
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 		2022M12	17.760
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 		2022M11	22.470
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 		2022M10	24.140
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 		2022M09	24.674
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 		2022M08	22.927
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 		2022M07	28.588
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en España	2022M12	15.923
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en España	2022M11	19.332
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en España	2022M10	20.906
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en España	2022M09	21.654
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en España	2022M08	20.045
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en España	2022M07	25.665
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en el Extranjero	2022M12	1.838
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en el Extranjero	2022M11	3.138
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en el Extranjero	2022M10	3.234
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en el Extranjero	2022M09	3.020
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en el Extranjero	2022M08	2.882
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en el Extranjero	2022M07	2.924
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 		2022M12	35.554
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 		2022M11	36.977
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 		2022M10	43.840
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 		2022M09	44.919
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 		2022M08	42.726
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 		2022M07	50.505
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en España	2022M12	29.913
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en España	2022M11	29.041
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en España	2022M10	36.494
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en España	2022M09	35.915
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en España	2022M08	33.752
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en España	2022M07	41.746
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	5.641
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	7.936
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	7.346
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	9.003
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	8.974
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	8.759
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 		2022M12	60.203
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 		2022M11	59.285
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 		2022M10	84.101
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 		2022M09	81.380
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 		2022M08	82.757
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 		2022M07	71.660
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en España	2022M12	47.920
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en España	2022M11	46.495
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en España	2022M10	65.061
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en España	2022M09	63.058
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en España	2022M08	62.622
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en España	2022M07	54.438
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en el Extranjero	2022M12	12.283
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en el Extranjero	2022M11	12.790
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en el Extranjero	2022M10	19.040
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en el Extranjero	2022M09	18.323
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en el Extranjero	2022M08	20.135
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en el Extranjero	2022M07	17.222
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 		2022M12	100.294
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 		2022M11	99.135
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 		2022M10	141.751
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 		2022M09	134.870
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 		2022M08	136.564
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 		2022M07	112.292
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en España	2022M12	77.369
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en España	2022M11	73.561
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en España	2022M10	104.085
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en España	2022M09	100.635
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en España	2022M08	101.798
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en España	2022M07	82.626
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	22.925
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	25.574
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	37.666
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	34.235
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	34.766
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	29.666
Total Nacional	09 Cataluña		Viajero	Total 		2022M12	1.085.088
Total Nacional	09 Cataluña		Viajero	Total 		2022M11	1.082.030
Total Nacional	09 Cataluña		Viajero	Total 		2022M10	1.819.727
Total Nacional	09 Cataluña		Viajero	Total 		2022M09	2.025.216
Total Nacional	09 Cataluña		Viajero	Total 		2022M08	2.497.068
Total Nacional	09 Cataluña		Viajero	Total 		2022M07	2.446.021
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en España	2022M12	521.996
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en España	2022M11	431.418
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en España	2022M10	662.127
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en España	2022M09	728.085
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en España	2022M08	941.909
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en España	2022M07	944.381
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en el Extranjero	2022M12	563.092
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en el Extranjero	2022M11	650.612
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en el Extranjero	2022M10	1.157.600
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en el Extranjero	2022M09	1.297.131
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en el Extranjero	2022M08	1.555.159
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en el Extranjero	2022M07	1.501.640
Total Nacional	09 Cataluña		Pernoctaciones	Total 		2022M12	2.418.140
Total Nacional	09 Cataluña		Pernoctaciones	Total 		2022M11	2.489.997
Total Nacional	09 Cataluña		Pernoctaciones	Total 		2022M10	4.661.134
Total Nacional	09 Cataluña		Pernoctaciones	Total 		2022M09	5.942.192
Total Nacional	09 Cataluña		Pernoctaciones	Total 		2022M08	8.699.452
Total Nacional	09 Cataluña		Pernoctaciones	Total 		2022M07	7.831.221
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en España	2022M12	985.031
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en España	2022M11	788.177
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en España	2022M10	1.272.823
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en España	2022M09	1.604.061
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en España	2022M08	2.735.338
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en España	2022M07	2.406.169
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	1.433.109
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	1.701.820
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	3.388.311
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	4.338.131
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	5.964.114
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	5.425.052
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 		2022M12	743.057
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 		2022M11	822.356
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 		2022M10	1.154.049
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 		2022M09	1.141.853
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 		2022M08	1.234.023
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 		2022M07	1.261.966
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en España	2022M12	264.577
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en España	2022M11	267.015
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en España	2022M10	316.090
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en España	2022M09	296.716
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en España	2022M08	283.775
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en España	2022M07	335.624
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en el Extranjero	2022M12	478.479
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en el Extranjero	2022M11	555.341
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en el Extranjero	2022M10	837.958
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en el Extranjero	2022M09	845.137
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en el Extranjero	2022M08	950.248
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en el Extranjero	2022M07	926.342
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 		2022M12	1.761.045
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 		2022M11	1.993.005
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 		2022M10	2.922.521
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 		2022M09	3.078.699
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 		2022M08	3.874.913
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 		2022M07	3.679.867
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en España	2022M12	498.284
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en España	2022M11	508.819
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en España	2022M10	607.951
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en España	2022M09	596.473
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en España	2022M08	692.499
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en España	2022M07	724.881
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	1.262.761
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	1.484.186
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	2.314.570
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	2.482.226
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	3.182.414
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	2.954.985
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 		2022M12	155.444
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 		2022M11	139.248
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 		2022M10	351.089
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 		2022M09	453.933
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 		2022M08	628.238
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 		2022M07	588.305
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en España	2022M12	101.790
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en España	2022M11	75.232
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en España	2022M10	148.190
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en España	2022M09	176.025
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en España	2022M08	273.522
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en España	2022M07	244.445
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en el Extranjero	2022M12	53.654
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en el Extranjero	2022M11	64.016
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en el Extranjero	2022M10	202.899
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en el Extranjero	2022M09	277.909
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en el Extranjero	2022M08	354.716
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en el Extranjero	2022M07	343.860
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 		2022M12	298.209
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 		2022M11	283.568
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 		2022M10	874.310
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 		2022M09	1.377.674
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 		2022M08	2.360.768
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 		2022M07	2.068.066
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en España	2022M12	189.849
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en España	2022M11	130.250
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en España	2022M10	253.035
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en España	2022M09	372.824
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en España	2022M08	826.799
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en España	2022M07	619.760
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	108.360
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	153.317
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	621.275
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	1.004.850
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	1.533.968
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	1.448.306
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 		2022M12	77.515
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 		2022M11	36.781
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 		2022M10	61.687
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 		2022M09	70.071
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 		2022M08	119.328
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 		2022M07	93.601
