Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 		2022M04	163.477
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 		2022M03	120.019
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 		2022M02	89.936
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 		2022M01	66.067
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en España	2022M06	126.781
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en España	2022M05	117.297
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en España	2022M04	127.702
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en España	2022M03	98.074
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en España	2022M02	74.804
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en España	2022M01	51.910
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	43.280
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	51.700
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	35.774
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	21.945
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	15.132
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	14.157
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 		2022M06	96.192
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 		2022M05	94.598
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 		2022M04	91.767
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 		2022M03	63.314
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 		2022M02	51.971
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 		2022M01	36.535
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en España	2022M06	66.879
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en España	2022M05	61.664
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en España	2022M04	67.900
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en España	2022M03	51.681
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en España	2022M02	43.592
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en España	2022M01	29.734
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en el Extranjero	2022M06	29.313
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en el Extranjero	2022M05	32.934
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en el Extranjero	2022M04	23.867
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en el Extranjero	2022M03	11.633
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en el Extranjero	2022M02	8.379
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en el Extranjero	2022M01	6.802
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 		2022M06	170.061
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 		2022M05	168.997
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 		2022M04	163.477
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 		2022M03	120.019
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 		2022M02	89.936
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 		2022M01	66.067
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en España	2022M06	126.781
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en España	2022M05	117.297
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en España	2022M04	127.702
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en España	2022M03	98.074
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en España	2022M02	74.804
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en España	2022M01	51.910
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	43.280
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	51.700
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	35.774
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	21.945
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	15.132
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	14.157
Total Nacional	16 País Vasco		Viajero	Total 		2022M06	301.277
Total Nacional	16 País Vasco		Viajero	Total 		2022M05	293.367
Total Nacional	16 País Vasco		Viajero	Total 		2022M04	279.832
Total Nacional	16 País Vasco		Viajero	Total 		2022M03	210.876
Total Nacional	16 País Vasco		Viajero	Total 		2022M02	176.248
Total Nacional	16 País Vasco		Viajero	Total 		2022M01	132.081
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en España	2022M06	160.230
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en España	2022M05	159.025
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en España	2022M04	171.138
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en España	2022M03	143.974
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en España	2022M02	127.170
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en España	2022M01	92.166
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en el Extranjero	2022M06	141.047
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en el Extranjero	2022M05	134.342
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en el Extranjero	2022M04	108.694
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en el Extranjero	2022M03	66.902
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en el Extranjero	2022M02	49.078
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en el Extranjero	2022M01	39.914
Total Nacional	16 País Vasco		Pernoctaciones	Total 		2022M06	597.985
Total Nacional	16 País Vasco		Pernoctaciones	Total 		2022M05	552.845
Total Nacional	16 País Vasco		Pernoctaciones	Total 		2022M04	526.038
Total Nacional	16 País Vasco		Pernoctaciones	Total 		2022M03	393.421
Total Nacional	16 País Vasco		Pernoctaciones	Total 		2022M02	310.923
Total Nacional	16 País Vasco		Pernoctaciones	Total 		2022M01	228.912
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en España	2022M06	302.247
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en España	2022M05	288.459
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en España	2022M04	315.633
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en España	2022M03	262.316
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en España	2022M02	219.289
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en España	2022M01	157.444
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	295.737
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	264.386
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	210.405
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	131.106
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	91.633
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	71.468
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 		2022M06	37.831
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 		2022M05	36.798
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 		2022M04	35.555
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 		2022M03	29.211
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 		2022M02	22.569
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 		2022M01	18.082
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en España	2022M06	24.420
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en España	2022M05	25.469
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en España	2022M04	26.586
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en España	2022M03	23.209
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en España	2022M02	18.289
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en España	2022M01	14.076
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en el Extranjero	2022M06	13.411
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en el Extranjero	2022M05	11.329
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en el Extranjero	2022M04	8.969
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en el Extranjero	2022M03	6.003
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en el Extranjero	2022M02	4.280
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en el Extranjero	2022M01	4.006
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 		2022M06	73.155
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 		2022M05	70.577
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 		2022M04	66.587
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 		2022M03	58.421
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 		2022M02	44.740
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 		2022M01	35.783
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en España	2022M06	48.457
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en España	2022M05	48.807
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en España	2022M04	50.651
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en España	2022M03	45.593
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en España	2022M02	35.958
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en España	2022M01	28.243
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	24.698
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	21.770
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	15.935
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	12.828
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	8.782
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	7.540
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 		2022M06	142.339
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 		2022M05	138.598
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 		2022M04	131.096
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 		2022M03	96.709
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 		2022M02	78.915
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 		2022M01	57.666
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en España	2022M06	79.859
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en España	2022M05	76.646
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en España	2022M04	78.300
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en España	2022M03	67.728
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en España	2022M02	60.525
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en España	2022M01	43.582
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en el Extranjero	2022M06	62.479
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en el Extranjero	2022M05	61.952
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en el Extranjero	2022M04	52.795
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en el Extranjero	2022M03	28.981
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en el Extranjero	2022M02	18.391
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en el Extranjero	2022M01	14.084
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 		2022M06	268.127
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 		2022M05	252.258
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 		2022M04	239.110
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 		2022M03	176.065
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 		2022M02	135.368
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 		2022M01	99.681
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en España	2022M06	144.259
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en España	2022M05	133.048
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en España	2022M04	135.316
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en España	2022M03	118.027
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en España	2022M02	100.051
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en España	2022M01	71.872
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	123.868
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	119.210
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	103.795
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	58.038
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	35.317
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	27.808
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 		2022M06	121.108
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 		2022M05	117.970
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 		2022M04	113.181
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 		2022M03	84.956
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 		2022M02	74.764
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 		2022M01	56.333
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en España	2022M06	55.951
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en España	2022M05	56.910
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en España	2022M04	66.252
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en España	2022M03	53.037
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en España	2022M02	48.356
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en España	2022M01	34.508
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en el Extranjero	2022M06	65.157
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en el Extranjero	2022M05	61.060
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en el Extranjero	2022M04	46.930
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en el Extranjero	2022M03	31.919
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en el Extranjero	2022M02	26.408
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en el Extranjero	2022M01	21.825
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 		2022M06	256.703
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 		2022M05	230.010
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 		2022M04	220.341
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 		2022M03	158.935
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 		2022M02	130.815
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 		2022M01	93.448
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en España	2022M06	109.531
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en España	2022M05	106.604
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en España	2022M04	129.666
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en España	2022M03	98.695
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en España	2022M02	83.280
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en España	2022M01	57.328
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	147.172
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	123.406
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	90.675
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	60.240
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	47.535
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	36.120
Total Nacional	17 Rioja, La		Viajero	Total 		2022M06	48.209
Total Nacional	17 Rioja, La		Viajero	Total 		2022M05	51.148
Total Nacional	17 Rioja, La		Viajero	Total 		2022M04	49.639
Total Nacional	17 Rioja, La		Viajero	Total 		2022M03	32.223
Total Nacional	17 Rioja, La		Viajero	Total 		2022M02	28.001
