Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en España	2022M01	30.878
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	9.211
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	8.475
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	7.101
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	4.532
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	4.545
Total Nacional	08 Castilla - La Mancha	13 Ciudad Real	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	3.405
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 		2022M06	25.814
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 		2022M05	26.520
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 		2022M04	29.068
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 		2022M03	20.813
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 		2022M02	19.700
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 		2022M01	14.952
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en España	2022M06	22.035
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en España	2022M05	22.236
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en España	2022M04	25.436
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en España	2022M03	18.877
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en España	2022M02	17.774
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en España	2022M01	13.439
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en el Extranjero	2022M06	3.779
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en el Extranjero	2022M05	4.284
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en el Extranjero	2022M04	3.632
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en el Extranjero	2022M03	1.936
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en el Extranjero	2022M02	1.927
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Viajero	Total 	Residentes en el Extranjero	2022M01	1.514
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 		2022M06	46.926
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 		2022M05	49.885
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 		2022M04	54.802
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 		2022M03	40.413
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 		2022M02	37.139
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 		2022M01	29.084
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en España	2022M06	38.815
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en España	2022M05	41.113
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en España	2022M04	47.521
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en España	2022M03	36.379
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en España	2022M02	33.349
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en España	2022M01	25.734
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	8.112
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	8.773
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	7.281
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	4.034
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	3.790
Total Nacional	08 Castilla - La Mancha	16 Cuenca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	3.350
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 		2022M06	25.365
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 		2022M05	24.589
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 		2022M04	24.229
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 		2022M03	18.342
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 		2022M02	16.916
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 		2022M01	12.451
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en España	2022M06	22.873
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en España	2022M05	20.954
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en España	2022M04	21.601
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en España	2022M03	15.407
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en España	2022M02	15.208
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en España	2022M01	11.320
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en el Extranjero	2022M06	2.492
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en el Extranjero	2022M05	3.635
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en el Extranjero	2022M04	2.628
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en el Extranjero	2022M03	2.935
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en el Extranjero	2022M02	1.708
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Viajero	Total 	Residentes en el Extranjero	2022M01	1.130
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 		2022M06	48.636
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 		2022M05	45.320
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 		2022M04	44.751
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 		2022M03	32.869
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 		2022M02	29.016
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 		2022M01	20.140
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en España	2022M06	40.129
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en España	2022M05	33.974
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en España	2022M04	36.225
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en España	2022M03	25.056
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en España	2022M02	25.676
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en España	2022M01	18.410
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	8.508
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	11.346
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	8.526
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	7.813
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	3.340
Total Nacional	08 Castilla - La Mancha	19 Guadalajara	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	1.731
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 		2022M06	75.438
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 		2022M05	74.784
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 		2022M04	73.648
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 		2022M03	50.619
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 		2022M02	48.573
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 		2022M01	39.305
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en España	2022M06	59.470
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en España	2022M05	58.488
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en España	2022M04	59.140
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en España	2022M03	39.493
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en España	2022M02	41.121
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en España	2022M01	33.217
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en el Extranjero	2022M06	15.968
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en el Extranjero	2022M05	16.296
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en el Extranjero	2022M04	14.508
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en el Extranjero	2022M03	11.126
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en el Extranjero	2022M02	7.452
Total Nacional	08 Castilla - La Mancha	45 Toledo	Viajero	Total 	Residentes en el Extranjero	2022M01	6.088
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 		2022M06	121.671
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 		2022M05	124.263
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 		2022M04	125.934
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 		2022M03	86.988
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 		2022M02	80.262
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 		2022M01	64.467
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en España	2022M06	92.389
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en España	2022M05	91.333
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en España	2022M04	97.353
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en España	2022M03	63.940
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en España	2022M02	66.692
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en España	2022M01	52.678
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	29.282
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	32.930
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	28.581
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	23.048
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	13.570
Total Nacional	08 Castilla - La Mancha	45 Toledo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	11.789
Total Nacional	09 Cataluña		Viajero	Total 		2022M06	2.157.781
Total Nacional	09 Cataluña		Viajero	Total 		2022M05	1.851.605
Total Nacional	09 Cataluña		Viajero	Total 		2022M04	1.599.940
Total Nacional	09 Cataluña		Viajero	Total 		2022M03	1.018.702
Total Nacional	09 Cataluña		Viajero	Total 		2022M02	863.558
Total Nacional	09 Cataluña		Viajero	Total 		2022M01	649.122
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en España	2022M06	917.351
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en España	2022M05	682.508
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en España	2022M04	703.631
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en España	2022M03	456.818
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en España	2022M02	417.677
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en España	2022M01	361.076
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en el Extranjero	2022M06	1.240.431
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en el Extranjero	2022M05	1.169.097
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en el Extranjero	2022M04	896.309
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en el Extranjero	2022M03	561.884
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en el Extranjero	2022M02	445.881
Total Nacional	09 Cataluña		Viajero	Total 	Residentes en el Extranjero	2022M01	288.046
Total Nacional	09 Cataluña		Pernoctaciones	Total 		2022M06	6.091.232
Total Nacional	09 Cataluña		Pernoctaciones	Total 		2022M05	4.934.828
Total Nacional	09 Cataluña		Pernoctaciones	Total 		2022M04	4.121.179
Total Nacional	09 Cataluña		Pernoctaciones	Total 		2022M03	2.490.963
Total Nacional	09 Cataluña		Pernoctaciones	Total 		2022M02	1.968.077
Total Nacional	09 Cataluña		Pernoctaciones	Total 		2022M01	1.461.340
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en España	2022M06	2.036.903
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en España	2022M05	1.427.510
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en España	2022M04	1.489.379
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en España	2022M03	927.358
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en España	2022M02	801.136
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en España	2022M01	715.154
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	4.054.329
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	3.507.318
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	2.631.800
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	1.563.605
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	1.166.941
Total Nacional	09 Cataluña		Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	746.186
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 		2022M06	1.140.167
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 		2022M05	1.080.995
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 		2022M04	954.827
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 		2022M03	738.509
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 		2022M02	581.175
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 		2022M01	418.906
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en España	2022M06	303.980
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en España	2022M05	292.049
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en España	2022M04	297.090
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en España	2022M03	258.640
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en España	2022M02	220.732
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en España	2022M01	183.731
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en el Extranjero	2022M06	836.187
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en el Extranjero	2022M05	788.946
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en el Extranjero	2022M04	657.737
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en el Extranjero	2022M03	479.869
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en el Extranjero	2022M02	360.443
Total Nacional	09 Cataluña	08 Barcelona	Viajero	Total 	Residentes en el Extranjero	2022M01	235.175
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 		2022M06	3.209.021
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 		2022M05	2.917.788
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 		2022M04	2.532.973
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 		2022M03	1.889.303
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 		2022M02	1.394.900
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 		2022M01	996.160
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en España	2022M06	659.593
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en España	2022M05	614.237
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en España	2022M04	605.783
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en España	2022M03	516.812
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en España	2022M02	419.550
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en España	2022M01	354.869
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	2.549.429
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	2.303.551
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	1.927.190
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	1.372.491
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	975.350
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	641.291
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 		2022M06	509.322
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 		2022M05	379.462
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 		2022M04	329.552
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 		2022M03	148.484
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 		2022M02	148.373
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 		2022M01	111.627
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en España	2022M06	255.088
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en España	2022M05	148.939
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en España	2022M04	172.924
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en España	2022M03	94.875
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en España	2022M02	92.785
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en España	2022M01	81.482
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en el Extranjero	2022M06	254.234
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en el Extranjero	2022M05	230.522
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en el Extranjero	2022M04	156.628
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en el Extranjero	2022M03	53.608
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en el Extranjero	2022M02	55.588
Total Nacional	09 Cataluña	17 Girona	Viajero	Total 	Residentes en el Extranjero	2022M01	30.145
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 		2022M06	1.385.761
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 		2022M05	980.345
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 		2022M04	825.358
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 		2022M03	317.741
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 		2022M02	271.749
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 		2022M01	204.903
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en España	2022M06	525.728
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en España	2022M05	294.420
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en España	2022M04	341.555
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en España	2022M03	193.695
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en España	2022M02	158.061
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en España	2022M01	148.330
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	860.032
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	685.925
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	483.804
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	124.045
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	113.688
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	56.573
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 		2022M06	73.429
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 		2022M05	54.047
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 		2022M04	63.530
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 		2022M03	74.307
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 		2022M02	91.079
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 		2022M01	75.252
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en España	2022M06	60.615
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en España	2022M05	44.132
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en España	2022M04	54.301
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en España	2022M03	59.888
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en España	2022M02	70.753
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en España	2022M01	62.941
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en el Extranjero	2022M06	12.814
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en el Extranjero	2022M05	9.915
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en el Extranjero	2022M04	9.229
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en el Extranjero	2022M03	14.420
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en el Extranjero	2022M02	20.327
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total 	Residentes en el Extranjero	2022M01	12.311
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 		2022M06	146.500
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 		2022M05	101.530
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 		2022M04	135.583
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 		2022M03	173.129
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 		2022M02	228.053
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 		2022M01	191.465
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en España	2022M06	122.221
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en España	2022M05	80.671
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en España	2022M04	115.763
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en España	2022M03	131.338
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en España	2022M02	168.427
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en España	2022M01	160.255
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	24.278
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	20.860
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	19.819
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	41.791
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	59.626
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	31.210
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 		2022M06	434.863
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 		2022M05	337.101
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 		2022M04	252.030
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 		2022M03	57.402
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 		2022M02	42.930
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 		2022M01	43.337
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en España	2022M06	297.668
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en España	2022M05	197.388
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en España	2022M04	179.316
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en España	2022M03	43.415
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en España	2022M02	33.408
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en España	2022M01	32.921
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en el Extranjero	2022M06	137.196
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en el Extranjero	2022M05	139.713
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en el Extranjero	2022M04	72.714
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en el Extranjero	2022M03	13.987
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en el Extranjero	2022M02	9.522
